id,produto,marca,avaliacao,preco
1393,Headphone,Dell,2.1,1927.51
1394,Smartwatch,Asus,2.1,1771.12
1395,Headphone,Apple,3.2,133.27
1396,Tablet,Sony,4.4,1963.21
1397,Smartwatch,Sony,4.6,836.58
1398,Printer,LG,2.0,341.92
1399,Smartwatch,Dell,4.8,664.83
1400,Smartphone,Apple,4.5,507.85
1401,Headphone,HP,4.5,188.37
1402,Tablet,Samsung,3.8,1940.16
1403,Camera,LG,2.9,414.88
1404,Smartphone,Asus,3.3,641.52
1405,Camera,Samsung,1.5,550.01
1406,Smartphone,LG,1.1,193.39
1407,Tablet,LG,1.8,631.65
1408,Smartphone,Apple,4.3,1439.53
1409,Camera,Asus,2.6,827.35
1410,Monitor,HP,1.1,582.2
1411,Printer,Sony,1.5,474.26
1412,Camera,Asus,4.3,1989.02
1413,Laptop,Samsung,2.2,1802.06
1414,Smartphone,HP,1.8,380.88
1415,Laptop,Asus,2.2,1372.27
1416,Headphone,LG,4.1,1104.65
1417,Smartwatch,Sony,2.7,536.72
1418,Printer,Asus,2.0,1681.4
1419,Tablet,Dell,1.3,1854.8
1420,Headphone,HP,3.4,1377.33
1421,Monitor,Sony,2.2,1770.39
1422,Printer,Sony,2.9,942.08
1423,Camera,Apple,1.4,1616.69
1424,Laptop,HP,2.3,519.31
1425,Camera,Apple,4.1,887.96
1426,Laptop,Sony,2.0,698.25
1427,Smartwatch,Dell,2.0,174.75
1428,Laptop,Samsung,3.1,1640.34
1429,Headphone,Sony,2.1,278.63
1430,Camera,Samsung,2.0,959.33
1431,Printer,Samsung,4.7,1036.67
1432,Laptop,Lenovo,2.6,741.98
1433,Smartwatch,Lenovo,1.7,1124.17
1434,Monitor,Apple,1.0,1877.37
1435,Monitor,Dell,3.6,711.95
1436,Printer,Lenovo,3.9,1558.03
1437,Smartphone,LG,4.3,1028.16
1438,Laptop,Asus,2.2,303.67
1439,Laptop,Apple,1.4,1398.52
1440,Camera,Asus,4.5,1903.79
1441,Smartwatch,Apple,3.2,257.23
1442,Smartphone,HP,3.2,1466.94
1443,Smartwatch,Sony,1.7,252.25
1444,Camera,Dell,4.4,644.34
1445,Smartphone,Lenovo,1.8,646.91
1446,Laptop,Apple,4.0,909.61
1447,Smartwatch,HP,1.4,990.47
1448,Printer,HP,1.5,940.59
1449,Tablet,HP,4.3,1625.65
1450,Camera,Samsung,2.6,801.46
1451,Laptop,Asus,1.1,826.07
1452,Smartphone,Apple,1.4,1479.9
1453,Monitor,Dell,3.9,117.09
1454,Smartphone,Lenovo,2.1,186.8
1455,Tablet,LG,1.3,542.52
1456,Camera,Lenovo,2.4,106.05
1457,Monitor,Dell,3.8,1165.46
1458,Camera,HP,3.3,937.39
1459,Laptop,Sony,3.0,1789.39
1460,Smartphone,HP,4.3,362.01
1461,Camera,LG,4.0,89.89
1462,Monitor,Apple,3.5,1885.96
1463,Laptop,Lenovo,4.2,1850.68
1464,Monitor,Samsung,3.0,1038.18
1465,Tablet,Sony,3.8,190.13
1466,Headphone,Asus,4.1,1222.59
1467,Smartphone,Asus,1.9,770.81
1468,Smartwatch,Samsung,3.5,1588.76
1469,Smartphone,Samsung,3.4,1664.44
1470,Printer,Samsung,2.2,1668.04
1471,Tablet,Asus,1.7,1228.33
1472,Tablet,Apple,4.5,325.87
1473,Monitor,HP,2.4,1526.95
1474,Laptop,Sony,1.9,334.09
1475,Smartphone,Apple,3.3,1636.25
1476,Printer,LG,1.3,224.78
1477,Laptop,HP,1.3,1515.52
1478,Smartwatch,Asus,2.8,1338.82
1479,Tablet,Asus,1.9,1389.7
1480,Smartphone,Dell,2.5,1721.34
1481,Smartwatch,Lenovo,3.7,1283.93
1482,Smartwatch,Asus,1.9,774.2
1483,Smartphone,Samsung,4.2,1779.18
1484,Monitor,Lenovo,3.0,1282.96
1485,Laptop,LG,2.0,72.85
1486,Camera,Sony,1.4,1748.87
1487,Monitor,HP,4.3,53.07
1488,Monitor,Sony,1.9,1714.9
1489,Headphone,Apple,3.2,659.31
1490,Smartphone,LG,4.0,1758.6
1491,Headphone,HP,2.8,1885.34
1492,Printer,Dell,1.2,1889.48
1493,Printer,Apple,1.5,151.43
1494,Laptop,HP,3.3,602.23
1495,Camera,Lenovo,4.3,583.97
1496,Camera,Sony,1.0,1255.83
1497,Smartwatch,HP,2.2,1105.2
1498,Tablet,HP,1.6,775.19
1499,Laptop,Dell,4.6,199.96
1500,Camera,Apple,2.1,177.75
1501,Camera,Sony,4.4,1182.56
1502,Laptop,LG,4.6,1689.6
1503,Camera,Asus,2.3,1055.55
1504,Camera,Sony,1.0,455.24
1505,Smartphone,Dell,2.0,83.93
1506,Camera,Dell,2.8,63.91
1507,Camera,Sony,1.3,1005.04
1508,Printer,LG,2.6,848.26
1509,Printer,HP,2.8,1939.75
1510,Smartwatch,Asus,4.4,52.36
1511,Tablet,Samsung,1.5,495.26
1512,Smartphone,Samsung,1.3,1993.01
1513,Headphone,LG,1.5,309.02
1514,Smartphone,Sony,1.2,415.43
1515,Smartphone,Sony,4.8,1841.26
1516,Smartphone,Asus,1.2,236.51
1517,Monitor,HP,4.4,773.28
1518,Laptop,HP,3.4,441.19
1519,Monitor,Sony,4.2,1250.64
1520,Laptop,HP,3.6,1296.16
1521,Printer,Samsung,1.3,1358.61
1522,Laptop,Sony,3.5,1068.63
1523,Printer,Lenovo,3.9,194.39
1524,Tablet,HP,1.7,892.6
1525,Tablet,HP,3.5,398.61
1526,Monitor,Lenovo,4.5,750.85
1527,Smartwatch,Lenovo,2.2,167.71
1528,Camera,Dell,4.1,1819.87
1529,Laptop,Lenovo,2.1,555.07
1530,Printer,Lenovo,1.2,1636.15
1531,Laptop,Sony,3.3,1188.14
1532,Monitor,LG,3.0,1479.86
1533,Smartwatch,HP,1.1,1403.8
1534,Tablet,Apple,4.3,1580.49
1535,Laptop,Apple,4.1,1165.24
1536,Tablet,Apple,2.2,377.65
1537,Laptop,Sony,1.7,471.48
1538,Laptop,Asus,4.8,143.68
1539,Smartphone,Samsung,2.2,1655.98
1540,Tablet,Dell,4.7,842.99
1541,Tablet,Samsung,1.3,1870.78
1542,Smartphone,Apple,1.6,1710.17
1543,Smartwatch,Apple,1.1,733.82
1544,Smartphone,LG,3.7,1882.96
1545,Printer,Sony,2.1,1616.96
1546,Smartphone,Sony,4.1,650.62
1547,Printer,LG,4.9,1591.5
1548,Tablet,Samsung,4.0,1800.28
1549,Smartwatch,Samsung,3.3,571.24
1550,Smartwatch,Apple,1.4,1371.87
1551,Smartphone,Lenovo,2.9,1114.51
1552,Monitor,Dell,2.6,983.06
1553,Tablet,LG,1.4,390.79
1554,Smartphone,Asus,1.3,1891.11
1555,Monitor,HP,4.2,209.44
1556,Tablet,Apple,4.6,495.9
1557,Printer,Lenovo,3.4,334.64
1558,Camera,LG,4.5,1712.87
1559,Smartwatch,Asus,4.8,613.22
1560,Smartwatch,Dell,3.9,963.71
1561,Laptop,HP,4.0,1029.92
1562,Monitor,HP,1.1,358.08
1563,Smartphone,Samsung,2.4,1087.77
1564,Smartwatch,Asus,3.4,1870.34
1565,Laptop,Asus,4.3,1975.85
1566,Smartphone,Dell,4.9,451.04
1567,Smartwatch,Sony,2.7,407.27
1568,Headphone,Samsung,1.1,650.0
1569,Laptop,Dell,3.3,1309.84
1570,Tablet,Asus,3.6,524.55
1571,Smartwatch,Lenovo,1.7,92.14
1572,Headphone,Dell,4.6,1346.11
1573,Smartwatch,Sony,2.0,1754.65
1574,Headphone,HP,4.6,1365.49
1575,Headphone,Samsung,3.6,1324.88
1576,Laptop,LG,1.5,168.73
1577,Camera,LG,4.2,1665.37
1578,Smartphone,Samsung,4.2,728.97
1579,Camera,Dell,2.6,172.51
1580,Camera,LG,2.7,61.47
1581,Camera,HP,3.2,196.7
1582,Monitor,Asus,3.6,208.18
1583,Camera,Asus,4.5,892.04
1584,Monitor,HP,1.9,383.83
1585,Printer,Sony,3.0,830.34
1586,Laptop,Apple,4.5,113.1
1587,Tablet,Apple,1.5,1740.24
1588,Tablet,Dell,3.5,1871.09
1589,Monitor,Lenovo,1.5,83.97
1590,Camera,LG,4.1,937.47
1591,Printer,Dell,1.4,1520.77
1592,Smartwatch,Apple,2.3,789.68
1593,Headphone,Samsung,1.9,1501.3
1594,Monitor,Dell,2.2,446.78
1595,Headphone,Lenovo,2.6,895.41
1596,Monitor,Samsung,3.7,1415.77
1597,Smartphone,Apple,2.2,1719.22
1598,Smartphone,Lenovo,2.6,1418.88
1599,Smartphone,Samsung,4.2,1354.36
1600,Camera,HP,1.2,883.78
1601,Smartphone,Lenovo,1.6,211.89
1602,Smartphone,Sony,1.1,456.67
1603,Printer,Asus,2.0,425.41
1604,Printer,LG,1.2,98.9
1605,Tablet,Sony,2.8,1997.69
1606,Tablet,Samsung,2.5,1955.05
1607,Smartwatch,Asus,4.0,98.76
1608,Smartwatch,Samsung,4.8,1216.48
1609,Smartphone,Lenovo,3.5,1657.27
1610,Camera,Lenovo,3.1,1206.65
1611,Monitor,Apple,4.3,280.39
1612,Printer,Sony,1.5,1731.26
1613,Smartwatch,HP,4.3,1404.72
1614,Laptop,Asus,4.5,1425.87
1615,Camera,HP,2.5,1087.25
1616,Tablet,Lenovo,1.6,1967.03
1617,Headphone,Dell,3.1,707.35
1618,Tablet,Lenovo,2.3,563.46
1619,Headphone,Samsung,2.3,1956.42
1620,Laptop,Lenovo,2.2,1800.67
1621,Headphone,LG,3.4,1694.88
1622,Tablet,Dell,4.5,749.43
1623,Laptop,Samsung,1.3,722.53
1624,Laptop,HP,2.0,1332.73
1625,Smartwatch,Sony,1.7,1172.14
1626,Camera,HP,4.3,1704.95
1627,Printer,LG,3.2,1976.58
1628,Smartwatch,Dell,2.8,1255.64
1629,Laptop,LG,4.6,82.78
1630,Tablet,LG,4.4,1260.1
1631,Printer,Apple,1.0,60.22
1632,Headphone,Lenovo,2.8,353.07
1633,Smartphone,LG,4.6,355.57
1634,Smartwatch,Lenovo,1.3,1316.06
1635,Tablet,HP,4.3,1716.41
1636,Laptop,Dell,3.2,312.48
1637,Smartwatch,Asus,1.2,1316.4
1638,Smartwatch,Lenovo,3.2,346.91
1639,Smartphone,Sony,2.7,1633.56
1640,Smartphone,Lenovo,3.3,93.76
1641,Tablet,Sony,1.8,1747.37
1642,Smartwatch,Dell,2.2,1312.33
1643,Camera,Dell,4.4,133.63
1644,Smartphone,Sony,4.9,1885.86
1645,Printer,HP,4.2,1036.4
1646,Tablet,Lenovo,2.6,789.13
1647,Smartphone,Apple,4.2,1361.44
1648,Smartphone,Samsung,2.4,656.14
1649,Headphone,Apple,2.4,1748.41
1650,Smartphone,HP,3.0,1850.01
1651,Smartphone,Dell,4.6,1260.8
1652,Tablet,Sony,1.2,1920.69
1653,Laptop,Sony,3.1,1936.48
1654,Camera,LG,1.7,586.8
1655,Tablet,Dell,1.9,1664.22
1656,Laptop,Sony,3.8,731.6
1657,Smartphone,Lenovo,4.9,568.54
1658,Headphone,Apple,5.0,1317.85
1659,Printer,Apple,1.1,1902.88
1660,Printer,HP,2.0,1029.28
1661,Tablet,LG,2.3,1891.63
1662,Laptop,Asus,4.9,356.96
1663,Camera,Dell,1.5,531.35
1664,Camera,Lenovo,3.7,1653.98
1665,Headphone,Asus,4.3,379.53
1666,Monitor,Sony,4.9,1640.95
1667,Smartphone,Samsung,4.4,233.13
1668,Smartphone,Dell,4.9,953.41
1669,Tablet,Lenovo,2.0,1908.51
1670,Monitor,Lenovo,3.1,1320.44
1671,Laptop,Apple,1.4,912.87
1672,Tablet,HP,2.0,1739.78
1673,Printer,Asus,4.1,233.78
1674,Monitor,Dell,3.5,208.7
1675,Printer,Asus,2.6,351.3
1676,Smartwatch,Sony,3.8,912.33
1677,Monitor,Dell,3.4,1445.4
1678,Smartwatch,Sony,4.4,1132.57
1679,Smartphone,HP,2.9,1072.41
1680,Printer,Samsung,3.3,1538.04
1681,Headphone,Dell,4.0,1949.68
1682,Smartwatch,LG,4.2,507.25
1683,Laptop,Sony,2.0,1668.69
1684,Smartphone,Lenovo,3.1,1904.14
1685,Headphone,LG,4.8,713.38
1686,Smartwatch,Dell,2.5,1920.78
1687,Printer,Lenovo,4.7,672.37
1688,Printer,Samsung,4.5,785.11
1689,Smartwatch,Lenovo,3.1,1046.41
1690,Headphone,Asus,4.8,1068.59
1691,Laptop,LG,2.2,1093.38
1692,Tablet,Dell,1.9,1926.97
1693,Smartwatch,Samsung,2.5,1766.05
1694,Laptop,LG,1.6,193.02
1695,Monitor,Apple,1.4,1917.91
1696,Camera,Lenovo,1.8,1036.4
1697,Printer,LG,4.3,1491.25
1698,Smartphone,Dell,2.8,759.05
1699,Tablet,Samsung,4.1,1162.4
1700,Smartphone,LG,1.4,161.52
1701,Laptop,LG,1.8,1524.46
1702,Laptop,HP,1.0,373.86
1703,Camera,Apple,3.5,116.2
1704,Camera,Apple,1.5,1573.42
1705,Camera,Lenovo,2.6,1333.96
1706,Smartwatch,Sony,4.4,1309.48
1707,Smartphone,Lenovo,2.3,1842.24
1708,Smartwatch,Apple,1.3,1336.38
1709,Tablet,Samsung,3.6,1402.76
1710,Camera,Asus,1.8,1365.84
1711,Monitor,Samsung,3.0,1987.97
1712,Headphone,Sony,3.1,1490.69
1713,Printer,Asus,1.6,436.34
1714,Tablet,Sony,2.0,470.14
1715,Headphone,LG,4.3,1312.28
1716,Printer,Lenovo,4.9,1095.04
1717,Tablet,Dell,4.4,1305.99
1718,Laptop,Dell,2.4,1704.99
1719,Laptop,Apple,4.2,735.02
1720,Tablet,Asus,2.8,1517.04
1721,Tablet,Lenovo,3.0,564.73
1722,Camera,Lenovo,2.1,537.93
1723,Laptop,Sony,3.0,812.65
1724,Laptop,Samsung,4.4,934.49
1725,Smartwatch,LG,3.2,1421.84
1726,Smartwatch,Dell,3.5,1346.67
1727,Tablet,Apple,4.4,313.82
1728,Headphone,LG,4.8,1975.53
1729,Smartwatch,Sony,4.9,1964.77
1730,Laptop,HP,3.7,1679.32
1731,Tablet,Lenovo,2.6,1262.49
1732,Monitor,Dell,2.4,1878.0
1733,Monitor,Samsung,3.6,649.2
1734,Monitor,Dell,3.9,654.77
1735,Laptop,Apple,1.1,441.95
1736,Printer,Dell,1.7,936.7
1737,Printer,Apple,2.7,1952.4
1738,Monitor,Dell,3.1,1105.77
1739,Camera,Sony,2.1,255.2
1740,Laptop,HP,2.5,1757.38
1741,Tablet,Samsung,4.5,1041.44
1742,Smartwatch,Apple,4.0,1984.17
1743,Smartphone,HP,2.2,1153.62
1744,Monitor,LG,4.9,1333.12
1745,Headphone,Dell,2.7,379.54
1746,Printer,HP,4.0,112.25
1747,Printer,Samsung,3.2,1937.52
1748,Smartwatch,LG,3.1,1794.11
1749,Smartwatch,LG,3.1,458.02
1750,Printer,HP,2.6,1862.04
1751,Headphone,Sony,2.5,1118.88
1752,Camera,Samsung,1.2,1336.15
1753,Headphone,Asus,3.6,1469.51
1754,Laptop,Apple,1.1,1052.68
1755,Monitor,Asus,3.8,1026.66
1756,Smartwatch,Apple,1.8,1997.7
1757,Monitor,LG,3.7,191.87
1758,Printer,Samsung,1.5,1267.52
1759,Tablet,LG,1.2,1289.29
1760,Camera,LG,3.9,898.92
1761,Laptop,Apple,4.7,750.25
1762,Monitor,Apple,2.7,753.01
1763,Headphone,Asus,1.2,484.72
1764,Camera,Lenovo,1.7,1557.29
1765,Camera,Asus,5.0,1068.62
1766,Monitor,Sony,3.7,1469.35
1767,Tablet,Lenovo,1.9,762.68
1768,Printer,Dell,1.5,1915.59
1769,Printer,HP,1.2,804.07
1770,Monitor,Lenovo,1.0,274.17
1771,Monitor,Dell,4.4,430.86
1772,Headphone,Dell,3.1,737.67
1773,Tablet,Lenovo,2.4,214.32
1774,Monitor,Dell,1.1,1753.54
1775,Camera,LG,3.0,1276.71
1776,Smartphone,Sony,4.8,609.71
1777,Smartwatch,Apple,2.1,1769.84
1778,Smartwatch,Apple,2.0,1955.77
1779,Headphone,Apple,1.7,1609.86
1780,Printer,Lenovo,4.2,340.58
1781,Laptop,Apple,1.1,1030.88
1782,Smartphone,Lenovo,2.9,1152.1
1783,Tablet,Apple,3.0,701.59
1784,Tablet,LG,1.8,168.18
1785,Printer,HP,4.8,1528.97
1786,Headphone,Dell,4.8,1370.4
1787,Camera,Apple,2.4,1366.53
1788,Smartphone,Sony,3.3,1533.87
1789,Laptop,Lenovo,1.9,1905.08
1790,Tablet,Apple,3.7,538.04
1791,Laptop,Apple,4.5,1886.69
1792,Laptop,HP,3.7,1058.45
1793,Laptop,Asus,2.8,1535.48
1794,Smartphone,Lenovo,2.1,1840.17
1795,Tablet,Apple,2.9,1696.38
1796,Headphone,Sony,2.4,1114.79
1797,Headphone,Lenovo,4.5,1371.22
1798,Printer,Asus,2.8,920.44
1799,Headphone,LG,4.0,528.01
1800,Printer,Asus,4.8,192.91
1801,Printer,HP,4.7,1688.49
1802,Printer,Apple,2.5,653.94
1803,Camera,Lenovo,3.6,316.26
1804,Printer,Dell,1.2,1335.83
1805,Camera,Samsung,4.9,177.6
1806,Monitor,Sony,2.0,1917.32
1807,Printer,Apple,2.5,583.53
1808,Camera,Dell,3.9,1230.56
1809,Camera,LG,1.4,456.95
1810,Smartphone,Lenovo,2.0,433.18
1811,Smartphone,Asus,3.0,1648.72
1812,Laptop,Asus,4.2,138.48
1813,Laptop,Samsung,2.2,77.24
1814,Smartwatch,Sony,3.5,1904.52
1815,Smartphone,Lenovo,3.2,1923.35
1816,Tablet,Dell,3.6,693.73
1817,Headphone,Dell,3.7,139.48
1818,Headphone,LG,2.7,629.73
1819,Monitor,Sony,4.9,596.45
1820,Smartwatch,Apple,1.9,1793.37
1821,Smartwatch,Samsung,3.8,668.03
1822,Camera,Apple,4.0,1173.47
1823,Monitor,Apple,4.7,1428.14
1824,Headphone,Asus,2.2,245.36
1825,Headphone,Lenovo,2.2,1791.19
1826,Smartphone,Sony,4.2,1065.99
1827,Smartwatch,Asus,4.3,1702.21
1828,Printer,Apple,3.0,1662.79
1829,Printer,Samsung,2.2,938.85
1830,Tablet,Dell,2.0,970.1
1831,Tablet,HP,2.0,1633.96
1832,Camera,Samsung,1.0,1108.78
1833,Camera,Asus,2.0,311.03
1834,Monitor,Lenovo,2.7,444.55
1835,Tablet,Asus,4.4,573.3
1836,Camera,Sony,2.2,1673.25
1837,Headphone,Dell,2.7,1163.14
1838,Laptop,LG,2.4,1268.75
1839,Laptop,Dell,4.3,341.03
1840,Monitor,Samsung,1.8,380.47
1841,Tablet,Dell,3.4,150.12
1842,Monitor,Sony,4.7,1031.17
1843,Printer,Samsung,4.6,764.88
1844,Camera,Sony,4.2,764.4
1845,Printer,Apple,1.7,1619.03
1846,Laptop,Samsung,4.9,1061.23
1847,Smartphone,HP,3.8,1228.26
1848,Headphone,HP,3.1,1998.17
1849,Printer,Asus,2.6,488.67
1850,Smartphone,Samsung,3.9,1715.22
1851,Smartphone,Sony,1.5,253.55
1852,Camera,HP,3.8,366.22
1853,Headphone,Asus,1.7,1202.3
1854,Smartphone,Asus,3.6,1293.5
1855,Printer,HP,3.7,225.56
1856,Smartwatch,Asus,3.4,1772.88
1857,Tablet,Dell,4.2,1606.9
1858,Smartphone,Lenovo,2.4,1439.15
1859,Smartphone,Asus,4.7,1955.84
1860,Laptop,HP,1.0,838.3
1861,Monitor,HP,3.3,726.27
1862,Smartwatch,Samsung,4.9,398.66
1863,Monitor,Apple,2.2,770.28
1864,Laptop,Sony,4.9,970.52
1865,Monitor,LG,3.2,1676.59
1866,Tablet,Asus,2.9,1616.16
1867,Printer,Samsung,3.0,1696.26
1868,Tablet,Asus,1.8,1395.16
1869,Printer,Sony,1.8,1377.76
1870,Smartwatch,Samsung,1.4,1926.74
1871,Monitor,Lenovo,1.9,1583.23
1872,Camera,LG,4.4,253.64
1873,Camera,Sony,2.7,219.13
1874,Tablet,HP,1.5,1123.43
1875,Smartwatch,Sony,4.0,484.09
1876,Smartphone,Asus,2.7,1915.88
1877,Smartphone,HP,3.5,671.92
1878,Monitor,Lenovo,1.5,608.78
1879,Laptop,Samsung,4.6,1467.87
1880,Camera,Samsung,1.9,1153.08
1881,Smartwatch,HP,2.9,1479.5
1882,Smartphone,Samsung,1.6,1632.99
1883,Smartwatch,HP,3.3,1709.1
1884,Smartwatch,LG,3.9,435.03
1885,Tablet,HP,4.5,935.8
1886,Smartwatch,Lenovo,3.3,1120.86
1887,Laptop,LG,1.8,296.65
1888,Laptop,Sony,4.9,250.89
1889,Headphone,Lenovo,4.8,832.67
1890,Tablet,Apple,3.6,1282.93
1891,Printer,Lenovo,2.9,1045.97
1892,Headphone,Dell,1.4,984.73
1893,Printer,HP,3.1,274.38
1894,Smartwatch,Samsung,2.0,888.22
1895,Laptop,Sony,2.8,1591.83
1896,Laptop,Sony,1.2,1154.4
1897,Camera,Asus,3.8,1436.63
1898,Headphone,Apple,2.5,1241.97
1899,Camera,Lenovo,5.0,835.03
1900,Camera,HP,4.7,284.63
1901,Printer,HP,4.0,224.87
1902,Camera,Sony,3.8,1951.8
1903,Tablet,Dell,4.5,1323.65
1904,Tablet,LG,1.4,1309.32
1905,Tablet,Dell,1.6,1622.11
1906,Camera,Samsung,1.7,527.19
1907,Monitor,Dell,3.1,1019.84
1908,Smartphone,LG,3.4,1915.12
1909,Printer,Sony,2.4,227.23
1910,Tablet,Asus,4.7,1593.96
1911,Smartwatch,Apple,3.7,1771.76
1912,Laptop,Asus,4.5,681.52
1913,Camera,HP,1.3,896.82
1914,Monitor,LG,2.5,1941.17
1915,Smartphone,Lenovo,3.9,458.6
1916,Smartwatch,Dell,3.9,1222.07
1917,Monitor,Lenovo,3.7,632.52
1918,Tablet,HP,2.4,1261.07
1919,Laptop,Lenovo,2.0,738.52
1920,Tablet,Dell,4.1,874.4
1921,Monitor,Asus,3.4,1075.72
1922,Camera,Sony,1.0,1515.96
1923,Headphone,Dell,4.8,619.71
1924,Monitor,LG,3.1,1556.92
1925,Monitor,Asus,1.8,1567.47
1926,Laptop,HP,3.7,903.0
1927,Tablet,LG,1.3,800.13
1928,Monitor,Dell,2.3,346.28
1929,Headphone,Samsung,3.8,606.9
1930,Printer,Lenovo,4.9,1742.18
1931,Monitor,LG,1.4,1962.98
1932,Smartphone,Samsung,1.7,1623.44
1933,Monitor,Dell,1.3,1091.04
1934,Camera,Apple,4.5,1441.71
1935,Tablet,LG,2.2,701.48
1936,Laptop,Dell,1.2,1988.5
1937,Smartphone,Lenovo,4.9,1113.18
1938,Monitor,LG,3.3,920.21
1939,Laptop,Dell,3.4,893.2
1940,Headphone,Asus,2.0,1275.21
1941,Laptop,Apple,3.0,1986.79
1942,Smartwatch,Dell,2.5,262.73
1943,Camera,Lenovo,2.6,334.2
1944,Camera,Asus,2.6,387.8
1945,Printer,Apple,3.5,793.41
1946,Smartphone,Asus,4.4,665.75
1947,Smartphone,HP,4.8,1119.85
1948,Monitor,Apple,3.3,940.37
1949,Monitor,Sony,1.9,603.61
1950,Monitor,HP,4.5,1899.0
1951,Smartwatch,Lenovo,2.2,343.99
1952,Tablet,LG,3.6,1074.49
1953,Laptop,HP,3.2,1359.8
1954,Smartwatch,Lenovo,2.9,471.61
1955,Monitor,Apple,2.6,1327.39
1956,Camera,Dell,2.9,1619.99
1957,Printer,Lenovo,4.2,1536.0
1958,Smartphone,Dell,2.9,318.21
1959,Smartwatch,HP,1.1,205.94
1960,Smartwatch,Asus,2.9,885.88
1961,Smartphone,Asus,4.5,319.97
1962,Laptop,Asus,4.6,726.73
1963,Tablet,HP,3.3,1813.14
1964,Headphone,LG,2.9,558.13
1965,Smartphone,LG,2.4,506.81
1966,Laptop,Sony,4.2,1251.58
1967,Printer,Samsung,3.9,614.31
1968,Laptop,Lenovo,4.0,1231.3
1969,Printer,Samsung,4.2,1474.06
1970,Smartphone,Asus,3.9,110.37
1971,Laptop,Asus,4.9,1399.02
1972,Tablet,Lenovo,4.0,1725.58
1973,Tablet,Apple,3.2,1842.82
1974,Headphone,Apple,2.4,1747.0
1975,Smartphone,Apple,3.1,1831.49
1976,Headphone,Lenovo,3.7,1483.07
1977,Smartphone,Asus,2.7,1413.21
1978,Camera,Asus,1.2,1751.61
1979,Smartphone,Asus,3.8,1464.66
1980,Printer,Lenovo,1.4,1489.63
1981,Monitor,HP,1.8,1553.7
1982,Tablet,Sony,4.5,1644.14
1983,Tablet,Asus,1.2,1862.29
1984,Smartphone,Samsung,4.5,1256.76
1985,Smartwatch,Sony,2.2,1383.12
1986,Printer,Lenovo,4.1,164.03
1987,Printer,Dell,3.6,1484.09
1988,Laptop,LG,3.8,479.77
1989,Headphone,Dell,1.8,1282.59
1990,Laptop,Samsung,3.2,742.22
1991,Smartwatch,Apple,4.0,169.88
1992,Monitor,Lenovo,1.1,846.57
1993,Smartphone,Apple,2.7,464.03
1994,Camera,Samsung,4.4,1134.37
1995,Camera,Samsung,4.0,1488.88
1996,Monitor,Samsung,1.9,848.4
1997,Monitor,Asus,2.4,136.7
1998,Printer,Asus,4.5,89.39
1999,Printer,Sony,1.9,1639.31
2000,Monitor,Asus,1.4,184.4
2001,Headphone,LG,1.1,594.94
2002,Smartwatch,Sony,4.8,525.96
2003,Smartwatch,LG,4.5,1970.9
2004,Smartwatch,Dell,3.9,65.81
2005,Camera,Asus,1.1,832.43
2006,Smartwatch,Dell,2.3,1611.56
2007,Smartphone,Asus,4.2,1410.28
2008,Smartwatch,HP,2.1,1939.77
2009,Laptop,Dell,3.4,1379.49
2010,Tablet,HP,3.6,1676.6
2011,Printer,HP,1.6,844.51
2012,Camera,Samsung,4.6,838.68
2013,Smartwatch,LG,2.3,383.89
2014,Tablet,HP,1.7,1921.79
2015,Laptop,Lenovo,3.9,1207.71
2016,Tablet,Asus,4.3,1796.96
2017,Headphone,Sony,2.7,926.15
2018,Camera,Asus,4.7,1240.78
2019,Printer,Lenovo,3.3,1538.14
2020,Headphone,Asus,2.2,286.15
2021,Smartphone,HP,1.1,258.46
2022,Laptop,Dell,4.5,554.42
2023,Smartphone,HP,1.7,805.45
2024,Laptop,Asus,4.3,213.8
2025,Printer,Sony,2.4,1135.51
2026,Printer,Lenovo,4.2,1440.18
2027,Monitor,Dell,3.1,1466.48
2028,Smartphone,Apple,4.0,1422.91
2029,Printer,HP,1.1,56.41
2030,Monitor,Sony,1.3,199.39
2031,Monitor,LG,1.7,1720.74
2032,Smartphone,Dell,3.7,1730.65
2033,Laptop,Lenovo,1.4,1444.02
2034,Monitor,Dell,4.0,1657.21
2035,Smartwatch,HP,1.7,1544.75
2036,Headphone,Sony,3.5,405.41
2037,Laptop,Asus,4.9,620.41
2038,Headphone,Asus,2.6,1365.33
2039,Monitor,Sony,3.8,560.82
2040,Camera,Apple,3.4,150.59
2041,Laptop,Asus,4.4,1148.52
2042,Smartwatch,Samsung,1.6,524.23
2043,Tablet,LG,2.3,1748.12
2044,Headphone,Lenovo,1.1,1235.87
2045,Camera,Apple,5.0,387.39
2046,Smartwatch,Dell,1.9,82.13
2047,Laptop,Samsung,2.5,521.1
2048,Printer,LG,3.8,1551.46
2049,Smartwatch,Lenovo,3.9,1378.63
2050,Headphone,Dell,1.2,773.28
2051,Tablet,Sony,2.9,500.73
2052,Laptop,Lenovo,3.2,1511.77
2053,Smartphone,Asus,3.0,616.57
2054,Tablet,LG,2.9,1098.57
2055,Laptop,Samsung,1.9,839.28
2056,Smartwatch,Lenovo,4.8,787.83
2057,Monitor,LG,4.4,1455.14
2058,Smartphone,Sony,3.4,1028.11
2059,Camera,HP,2.7,123.88
2060,Smartwatch,HP,1.0,486.56
2061,Camera,Asus,1.1,867.4
2062,Laptop,LG,2.9,1220.87
2063,Headphone,Samsung,1.8,1044.49
